source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.97958374, 40.74726105)", ,17.31000,24.290, , ,,,"(-73.97958374, 40.74726105): D2: (-73.87345123, 40.77426147)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.97958374, 40.7612381)", ,18.52000,27.610, , ,,,"(-73.97958374, 40.7612381):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97959137, 40.73106003)", ,15.16000,27.220, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94863892, 40.7779274)', '(-73.91806793, 40.76163483)', '(-73.92236328, 40.76161957)', '(-73.9621582, 40.71681976)', '(-73.86521149, 40.77056122)', '(-73.79049683, 40.64399338)', '(-73.94100952, 40.71276855)', '(-73.82929993, 40.70901871)', '(-73.79016876, 40.64360046)']"
"(-73.785924, 40.645134)","(-73.97959137, 40.73277664)", ,18.30000,27.600, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80309296, 40.6606102)', '(-73.84378815, 40.67240524)', '(-73.88269043, 40.66389847)', '(-73.83350372, 40.67702484)', '(-73.72235107, 40.66312027)', '(-73.79750824, 40.64490891)', '(-73.78204346, 40.64476395)', '(-73.95482635, 40.71790695)']"
"(-73.785924, 40.645134)","(-73.97959137, 40.7647438)", ,18.23000,27.060, , ,,,"(-73.97959137, 40.7647438):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.979599, 40.69340134)", ,12.99000,20.180, , ,,,"(-73.979599, 40.69340134):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.979599, 40.73297119)", ,18.29000,27.560, , ,,,"(-73.979599, 40.73297119):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.979599, 40.77623367)","(-73.96907043, 40.78580856)",19.02000,28.620,19.51000,29.640,33.33000,29.660,Matched
"(-73.785924, 40.645134)","(-73.97960663, 40.73296356)","(-73.94658661, 40.69347)",18.29000,27.560,11.43000,18.050,25.21000,22.910,Matched
"(-73.785924, 40.645134)","(-73.97960663, 40.73950195)","(-73.96212006, 40.71965408)",17.68000,25.560,13.29000,21.940,26.07000,26.650,Matched
"(-73.785924, 40.645134)","(-73.97960663, 40.78593826)","(-73.95462036, 40.77383804)",19.64000,30.040,18.38000,27.420,33.40000,29.250,Matched
"(-73.785924, 40.645134)","(-73.97961426, 40.68177795)", ,12.59000,20.110, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82442474, 40.75278473)', '(-73.8183136, 40.66457748)', '(-73.83999634, 40.7201767)', '(-73.7497406, 40.70281601)']"
"(-73.785924, 40.645134)","(-73.97961426, 40.74546432)", ,17.52000,24.900, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9309082, 40.76615524)', '(-73.7850647, 40.73821259)', '(-73.73863983, 40.65999985)', '(-73.88798523, 40.759552)', '(-73.87333679, 40.75785828)', '(-73.95156097, 40.68832016)', '(-73.95632935, 40.71337891)', '(-73.96008301, 40.71178055)', '(-73.76015472, 40.68957138)', '(-73.95451355, 40.76744843)', '(-73.95718384, 40.68863678)']"
"(-73.785924, 40.645134)","(-73.97961426, 40.74875641)", ,17.27000,23.910, , ,,,"(-73.97961426, 40.74875641):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97961426, 40.7865181)","(-73.96063995, 40.80697632)",19.64000,29.960,19.15000,27.970,34.13000,29.860,Matched
"(-73.785924, 40.645134)","(-73.97962189, 40.75466156)", ,17.95000,25.740, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87969971, 40.76784897)', '(-73.79528046, 40.71514511)', '(-73.97307587, 40.75006866)', '(-73.96639252, 40.75814819)', '(-73.94167328, 40.72572327)', '(-73.9622879, 40.76304626)']"
"(-73.785924, 40.645134)","(-73.97962189, 40.76476288)", ,18.23000,27.060, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78188324, 40.64445877)', '(-73.96735382, 40.76786041)']"
"(-73.785924, 40.645134)","(-73.97962189, 40.76609802)", ,18.08000,26.510, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.89004517, 40.75008392)', '(-73.9783783, 40.76240158)', '(-73.95935059, 40.78268814)', '(-73.8671875, 40.76881027)', '(-73.95200348, 40.78081131)', '(-73.95523071, 40.72087479)', '(-73.9622879, 40.77479935)', '(-73.96157837, 40.71843338)', '(-73.8238678, 40.77236557)', '(-73.8438797, 40.6910553)', '(-73.91578674, 40.70219421)']"
"(-73.785924, 40.645134)","(-73.97962952, 40.66342163)","(-73.96155548, 40.64707565)",13.55000,21.950,11.94000,18.260,22.91500,20.640,Matched
"(-73.785924, 40.645134)","(-73.97962952, 40.72724152)", ,14.79000,25.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87097931, 40.77400208)', '(-73.93937683, 40.70095444)', '(-73.87303162, 40.71377182)', '(-73.95628357, 40.72637177)']"
"(-73.785924, 40.645134)","(-73.97962952, 40.73029709)", ,15.29000,27.690, , ,,,"(-73.97962952, 40.73029709):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97962952, 40.75216675)", ,17.59000,24.790, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95481873, 40.77494812)', '(-73.78407288, 40.66562271)']"
"(-73.785924, 40.645134)","(-73.97963715, 40.7662468)", ,18.49000,27.510, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95542145, 40.78231812)', '(-73.9720993, 40.75640488)', '(-73.94763947, 40.72275162)', '(-73.95578766, 40.78237915)', '(-73.8740387, 40.77069855)', '(-73.89756775, 40.74216843)', '(-73.95171356, 40.77018356)', '(-73.94683075, 40.72127533)', '(-73.8146286, 40.70961761)', '(-73.91624451, 40.77284241)', '(-73.84629822, 40.72584152)', '(-73.88150024, 40.67663956)']"
"(-73.785924, 40.645134)","(-73.97964478, 40.73333359)","(-73.95640564, 40.74736404)",18.26000,27.480,16.21000,23.850,29.95000,27.220,Matched
"(-73.785924, 40.645134)","(-73.9796524, 40.74668503)","(-73.87245178, 40.77435684)",17.32000,24.270,12.48000,18.090,24.61500,25.530,Matched
"(-73.785924, 40.645134)","(-73.9796524, 40.74983215)","(-73.9489975, 40.68419647)",17.43000,24.740,11.16000,18.360,23.53000,25.380,Matched
"(-73.785924, 40.645134)","(-73.97966003, 40.66176605)", ,13.51000,21.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7075119, 40.66496658)']"
"(-73.785924, 40.645134)","(-73.97966766, 40.74923706)", ,17.31000,24.080, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96640778, 40.75998306)']"
"(-73.785924, 40.645134)","(-73.97967529, 40.78965378)", ,19.99000,30.630, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7433548, 40.73298645)', '(-73.97386932, 40.78290558)', '(-73.77003479, 40.67038727)']"
"(-73.785924, 40.645134)","(-73.97968292, 40.72525406)", ,14.73000,25.440, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94610596, 40.77760696)', '(-73.95198059, 40.7273407)', '(-73.78928375, 40.64289093)']"
"(-73.785924, 40.645134)","(-73.97968292, 40.73294067)", ,18.29000,27.570, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95689392, 40.74459457)']"
"(-73.785924, 40.645134)","(-73.97968292, 40.73820877)", ,17.81000,26.090, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94625092, 40.77727127)', '(-73.8797226, 40.76798248)', '(-73.90872192, 40.69846344)', '(-73.78116608, 40.64499664)', '(-73.94624329, 40.68898392)', '(-73.93022156, 40.79514313)', '(-73.84049225, 40.7218132)', '(-73.87741852, 40.75263214)']"
"(-73.785924, 40.645134)","(-73.97968292, 40.74663162)", ,17.33000,24.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95313263, 40.73253632)', '(-73.85088348, 40.7211113)', '(-73.78018188, 40.66641617)', '(-73.95201874, 40.77874374)', '(-73.94200897, 40.74717712)', '(-73.9329071, 40.69772339)']"
"(-73.785924, 40.645134)","(-73.97968292, 40.78897095)","(-73.97393036, 40.78424835)",19.86000,30.710,19.51000,30.100,34.86500,30.890,Matched
"(-73.785924, 40.645134)","(-73.97969055, 40.68288422)","(-73.9487381, 40.61134338)",12.49000,19.720,12.58000,19.500,22.35000,25.290,Matched
"(-73.785924, 40.645134)","(-73.97969055, 40.73094559)", ,15.16000,27.200, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94521332, 40.77442551)', '(-73.95353699, 40.67642212)', '(-73.95238495, 40.68153381)']"
"(-73.785924, 40.645134)","(-73.97969055, 40.77454376)","(-73.9568634, 40.77767181)",18.91000,28.510,18.67000,28.090,32.92500,30.190,Matched
"(-73.785924, 40.645134)","(-73.97969818, 40.64373779)", ,12.85000,20.090, , ,,,"(-73.97969818, 40.64373779): D2: (-73.92050934, 40.62305069)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.97969818, 40.73841858)","(-73.97373199, 40.73704147)",17.80000,26.070,18.24000,26.560,30.83500,26.690,Matched
"(-73.785924, 40.645134)","(-73.97969818, 40.75881577)", ,18.20000,26.050, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97501373, 40.75545502)', '(-73.94883728, 40.69380569)', '(-73.85317993, 40.7536087)', '(-73.94039154, 40.74938965)', '(-73.86177826, 40.73535156)', '(-73.87722778, 40.75752258)', '(-73.95211029, 40.78226852)', '(-73.78494263, 40.64851761)']"
"(-73.785924, 40.645134)","(-73.97969818, 40.76457977)","(-73.96768188, 40.76311874)",18.21000,26.820,17.40000,25.360,30.81000,26.350,Matched
"(-73.785924, 40.645134)","(-73.97970581, 40.68260574)", ,12.52000,19.820, , ,,,"(-73.97970581, 40.68260574):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97970581, 40.71756744)", ,14.80000,25.360, , ,,,"(-73.97970581, 40.71756744):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97970581, 40.7890358)", ,19.87000,30.720, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.8020401, 40.71020889)']"
"(-73.785924, 40.645134)","(-73.97971344, 40.68088913)", ,12.62000,20.970, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79969788, 40.72180176)']"
"(-73.785924, 40.645134)","(-73.97971344, 40.73535156)", ,18.13000,27.240, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83826447, 40.71138)', '(-73.87677002, 40.72775269)', '(-73.93939209, 40.67129898)', '(-73.77802277, 40.72891617)', '(-73.94750977, 40.68138504)', '(-73.93292999, 40.69046021)']"
"(-73.785924, 40.645134)","(-73.97972107, 40.7464447)","(-73.97301483, 40.75548935)",17.34000,24.320,17.82000,25.330,29.50000,25.290,Matched
"(-73.785924, 40.645134)","(-73.97972107, 40.7466011)", ,17.33000,24.290, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86499786, 40.77050018)', '(-73.84812927, 40.65797043)', '(-73.93830109, 40.63518143)', '(-73.83975983, 40.6667366)', '(-73.89489746, 40.86730194)', '(-73.95536804, 40.77710342)', '(-73.96511078, 40.75944901)', '(-73.94720459, 40.76463699)', '(-73.96938324, 40.75774765)', '(-73.94771576, 40.77515411)']"
"(-73.785924, 40.645134)","(-73.9797287, 40.73946381)","(-73.95707703, 40.74564362)",17.69000,25.580,16.17000,23.720,28.96000,26.630,Matched
"(-73.785924, 40.645134)","(-73.9797287, 40.77257538)", ,18.51000,27.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.8938446, 40.63289261)']"
"(-73.785924, 40.645134)","(-73.9797287, 40.77788544)","(-73.96899414, 40.75880051)",18.99000,28.470,17.97000,25.470,32.20500,27.550,Matched
"(-73.785924, 40.645134)","(-73.9797287, 40.78708649)","(-73.9543457, 40.71665955)",19.70000,30.230,12.64000,20.490,27.75500,27.860,Matched
"(-73.785924, 40.645134)","(-73.97973633, 40.67611313)","(-73.95957947, 40.68683243)",12.79000,21.180,11.75000,18.210,22.34000,20.210,Matched
"(-73.785924, 40.645134)","(-73.97973633, 40.7309227)","(-73.95746613, 40.67209625)",15.15000,27.190,11.66000,19.120,25.25500,25.170,Matched
"(-73.785924, 40.645134)","(-73.97973633, 40.75552368)", ,17.90000,25.400, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80669403, 40.76107788)', '(-73.8429184, 40.70937729)']"
"(-73.785924, 40.645134)","(-73.97973633, 40.76132965)","(-73.96409607, 40.71936798)",18.51000,27.580,13.23000,21.730,27.02000,27.810,Matched
"(-73.785924, 40.645134)","(-73.97973633, 40.7904129)", ,20.07000,31.140, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9469986, 40.77164078)', '(-73.86472321, 40.72467041)', '(-73.94152069, 40.71745682)', '(-73.79662323, 40.66717148)', '(-73.81684113, 40.70476913)', '(-73.75751495, 40.59807205)', '(-73.79672241, 40.73370361)', '(-73.96394348, 40.79534531)', '(-73.80685425, 40.66589355)']"
"(-73.785924, 40.645134)","(-73.97974396, 40.71364212)", ,14.99000,26.130, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79842377, 40.66718674)', '(-73.87106323, 40.77404022)', '(-73.72864532, 40.64282227)', '(-73.95014954, 40.76140976)', '(-73.79058838, 40.71244049)', '(-73.95894623, 40.72039032)', '(-73.89842224, 40.70756912)', '(-73.93068695, 40.73757935)', '(-73.85529327, 40.75182343)', '(-73.93230438, 40.70290375)', '(-73.88917542, 40.75016403)', '(-73.7845459, 40.66624832)', '(-73.95063019, 40.67863464)', '(-73.94988251, 40.71324921)', '(-73.94262695, 40.69242096)']"
"(-73.785924, 40.645134)","(-73.97975922, 40.68840408)", ,12.76000,20.140, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96626282, 40.68338776)', '(-73.89875031, 40.63646698)', '(-73.90746307, 40.64358139)', '(-73.95265961, 40.65399933)', '(-73.9376297, 40.68994904)', '(-73.95856476, 40.65825272)', '(-73.75687408, 40.68473053)', '(-73.9630127, 40.68437576)']"
"(-73.785924, 40.645134)","(-73.97975922, 40.6899147)","(-73.95547485, 40.67751694)",12.86000,20.200,11.22000,17.680,21.32000,19.590,Matched
"(-73.785924, 40.645134)","(-73.97975922, 40.72698212)", ,14.77000,25.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78479767, 40.66524887)', '(-73.72866821, 40.70714188)']"
"(-73.785924, 40.645134)","(-73.97975922, 40.73915863)","(-73.94703674, 40.67063522)",18.25000,26.380,11.00000,18.100,24.19000,24.600,Matched
"(-73.785924, 40.645134)","(-73.97975922, 40.73918152)","(-73.94809723, 40.78260803)",18.25000,26.380,19.02000,27.050,31.44000,31.000,Matched
"(-73.785924, 40.645134)","(-73.97975922, 40.76433182)", ,18.21000,26.850, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94521332, 40.77442551)']"
"(-73.785924, 40.645134)","(-73.97975922, 40.77442551)", ,18.91000,28.510, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95253754, 40.80578613)']"
"(-73.785924, 40.645134)","(-73.97977448, 40.67313004)","(-73.97188568, 40.67241669)",12.87000,21.380,12.56000,20.330,23.25000,21.070,Matched
"(-73.785924, 40.645134)","(-73.9797821, 40.67746353)", ,12.73000,21.070, , ,,,"(-73.9797821, 40.67746353):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9797821, 40.73658752)", ,17.96000,26.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94036865, 40.74936295)', '(-73.94232941, 40.74876785)', '(-73.78746796, 40.75193024)', '(-73.79921722, 40.66733551)', '(-73.78070068, 40.6451683)', '(-73.94702148, 40.77614212)', '(-73.92651367, 40.68145752)', '(-73.95423126, 40.72029114)', '(-73.9503479, 40.74426651)', '(-73.85754395, 40.73370361)', '(-73.92581177, 40.7406311)', '(-73.93339539, 40.67331696)']"
"(-73.785924, 40.645134)","(-73.97978973, 40.73933029)","(-73.96033478, 40.76385117)",17.70000,25.610,17.68000,25.580,30.48500,27.930,Matched
"(-73.785924, 40.645134)","(-73.97978973, 40.74591827)", ,17.37000,24.450, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7935791, 40.65752029)']"
"(-73.785924, 40.645134)","(-73.97978973, 40.76176071)", ,18.50000,26.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94454193, 40.68318939)', '(-73.84494781, 40.72901154)']"
"(-73.785924, 40.645134)","(-73.97980499, 40.74304962)","(-73.95094299, 40.72399902)",17.65000,25.540,12.75000,21.860,25.52000,25.730,Matched
"(-73.785924, 40.645134)","(-73.97981262, 40.68846512)","(-73.96405029, 40.67670059)",12.75000,20.130,11.95000,18.800,22.01500,20.410,Matched
"(-73.785924, 40.645134)","(-73.97981262, 40.76460266)","(-73.97277069, 40.74644852)",18.20000,26.800,17.26000,24.470,30.66000,26.400,Matched
"(-73.785924, 40.645134)","(-73.97982025, 40.68984604)", ,12.86000,20.200, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95544434, 40.71915054)', '(-73.95280457, 40.71750641)']"
"(-73.785924, 40.645134)","(-73.97982025, 40.74304581)", ,17.65000,25.540, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95635986, 40.7470665)']"
"(-73.785924, 40.645134)","(-73.97982025, 40.74596786)","(-73.96131134, 40.69394302)",17.37000,24.450,12.03000,18.410,24.25500,24.680,Matched
"(-73.785924, 40.645134)","(-73.97982025, 40.74623108)","(-73.94816589, 40.71801758)",17.36000,24.400,12.42000,20.530,24.62000,24.820,Matched
"(-73.785924, 40.645134)","(-73.97982788, 40.71417618)","(-73.95261383, 40.68373489)",14.92000,25.700,11.38000,17.740,24.23000,21.750,Matched
"(-73.785924, 40.645134)","(-73.97982788, 40.72756958)","(-73.95632172, 40.7468338)",14.83000,25.950,16.17000,23.710,27.80500,29.630,Matched
"(-73.785924, 40.645134)","(-73.97984314, 40.77610779)", ,19.01000,28.680, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95961761, 40.7752533)', '(-73.9537735, 40.78201675)', '(-73.96875, 40.75419998)', '(-73.93175507, 40.66889954)']"
"(-73.785924, 40.645134)","(-73.97984314, 40.77881241)", ,19.08000,29.220, , ,,,"(-73.97984314, 40.77881241): D2: (-73.72193146, 40.66260529)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.97985077, 40.74671936)","(-73.97633362, 40.75171661)",17.32000,24.390,17.46000,24.630,29.51500,25.020,Matched
"(-73.785924, 40.645134)","(-73.97985077, 40.76437759)", ,18.21000,26.820, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.912117, 40.76204681)']"
"(-73.785924, 40.645134)","(-73.9798584, 40.66697693)", ,13.75000,22.820, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94501495, 40.72267151)', '(-73.91674042, 40.68769073)', '(-73.92327118, 40.66138077)']"
"(-73.785924, 40.645134)","(-73.9798584, 40.68420029)", ,12.48000,19.850, , ,,,"(-73.9798584, 40.68420029): D2: (-73.70680237, 40.94975281)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.97986603, 40.66613007)", ,14.12000,22.270, , ,,,"(-73.97986603, 40.66613007):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.97987366, 40.69357681)", ,13.01000,20.200, , ,,,"(-73.97987366, 40.69357681):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97987366, 40.73920059)", ,18.25000,26.400, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95619202, 40.72056198)', '(-73.79951477, 40.66730118)', '(-73.92469788, 40.77015686)', '(-73.94870758, 40.77352524)', '(-73.94631958, 40.72296524)', '(-73.92246246, 40.73189545)', '(-73.86486053, 40.77039719)', '(-73.80696106, 40.66617584)', '(-73.83473206, 40.71404648)']"
"(-73.785924, 40.645134)","(-73.97988892, 40.67619324)","(-73.96662903, 40.69198608)",12.80000,21.210,12.42000,19.170,23.02500,20.990,Matched
"(-73.785924, 40.645134)","(-73.97989655, 40.66772842)", ,13.19000,22.390, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94920349, 40.71266556)']"
"(-73.785924, 40.645134)","(-73.97989655, 40.73086166)", ,15.14000,27.160, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92796326, 40.7653656)', '(-73.80556488, 40.65129852)', '(-73.78407288, 40.66562271)']"
"(-73.785924, 40.645134)","(-73.9799118, 40.76078796)", ,18.39000,26.510, , ,,,"(-73.9799118, 40.76078796):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.9799118, 40.76121902)","(-73.78210449, 40.66646194)",18.51000,27.570,4.38000,6.810,18.16500,21.770,Matched
"(-73.785924, 40.645134)","(-73.97991943, 40.67300415)", ,12.88000,21.410, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.90789795, 40.69924164)', '(-73.94508362, 40.722332)', '(-73.95845795, 40.67644119)', '(-73.80596161, 40.66585159)']"
"(-73.785924, 40.645134)","(-73.97991943, 40.71772385)", ,14.78000,25.150, , ,,,"(-73.97991943, 40.71772385):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97991943, 40.73341751)", ,18.25000,27.440, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95626831, 40.74705887)', '(-73.80638123, 40.66614914)', '(-73.91895294, 40.75494766)', '(-73.96351624, 40.75471115)', '(-73.9201889, 40.63793945)', '(-73.95544434, 40.71915054)', '(-73.95280457, 40.71750641)']"
"(-73.785924, 40.645134)","(-73.97991943, 40.74325562)","(-73.83449554, 40.75852585)",17.64000,25.600,10.07000,13.780,22.87000,23.420,Matched
"(-73.785924, 40.645134)","(-73.97991943, 40.76144028)","(-73.9788208, 40.76205444)",18.50000,27.550,18.49000,26.710,32.26500,26.810,Matched
"(-73.785924, 40.645134)","(-73.97991943, 40.76450729)","(-73.97180939, 40.76550674)",18.20000,26.790,17.65000,25.790,31.04500,26.550,Matched
"(-73.785924, 40.645134)","(-73.97991943, 40.76522064)", ,18.09000,26.280, , ,,,"(-73.97991943, 40.76522064):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97992706, 40.74588013)","(-73.95546722, 40.74449158)",17.38000,24.470,15.94000,22.950,28.17500,25.380,Matched
"(-73.785924, 40.645134)","(-73.97992706, 40.76050949)", ,18.37000,27.130, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93143463, 40.67992783)', '(-73.93147278, 40.76714325)', '(-73.86332703, 40.68963623)', '(-73.94020844, 40.69870377)']"
"(-73.785924, 40.645134)","(-73.97994232, 40.73244476)", ,18.33000,27.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76537323, 40.71162033)', '(-73.81181335, 40.70236588)', '(-73.80677795, 40.66616058)', '(-73.87181091, 40.77407455)', '(-73.92864227, 40.76797485)', '(-73.79748535, 40.70788956)', '(-73.94394684, 40.68925095)', '(-73.95503998, 40.74148941)', '(-73.85806274, 40.73171616)', '(-73.86560822, 40.7706604)', '(-73.92977142, 40.69165421)', '(-73.86039734, 40.70884323)', '(-73.92212677, 40.66028214)', '(-73.9495697, 40.65113068)', '(-73.91684723, 40.77578735)']"
"(-73.785924, 40.645134)","(-73.97994995, 40.73913956)", ,18.26000,26.410, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78426361, 40.74123001)', '(-73.94715881, 40.77852249)']"
"(-73.785924, 40.645134)","(-73.97996521, 40.67462921)","(-73.95136261, 40.71677017)",13.24000,21.880,12.69000,20.470,23.63000,24.770,Matched
"(-73.785924, 40.645134)","(-73.97997284, 40.67277145)", ,12.90000,21.480, , ,,,"(-73.97997284, 40.67277145):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97998047, 40.72851181)","(-73.94107056, 40.68952942)",15.10000,26.990,11.17000,18.980,24.66500,23.810,Matched
"(-73.785924, 40.645134)","(-73.97998047, 40.76480103)","(-73.96250153, 40.76791)",18.19000,26.750,17.69000,25.760,31.06500,27.160,Matched
"(-73.785924, 40.645134)","(-73.97998047, 40.7829361)","(-73.92991638, 40.75875854)",19.36000,29.280,15.32000,21.220,29.96000,26.230,Matched
"(-73.785924, 40.645134)","(-73.9799881, 40.67294693)", ,13.38000,22.290, , ,,,"(-73.9799881, 40.67294693):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97999573, 40.72264481)", ,14.63000,24.960, , ,,,"(-73.97999573, 40.72264481):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97999573, 40.78610229)", ,19.60000,29.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83586884, 40.94297791)']"
"(-73.785924, 40.645134)","(-73.98000336, 40.73918152)","(-73.95691681, 40.74531174)",17.71000,25.720,16.18000,24.000,29.04000,26.900,Matched
"(-73.785924, 40.645134)","(-73.98001099, 40.74245834)", ,17.63000,25.330, , ,,,"(-73.98001099, 40.74245834): D2: (-73.79742432, 40.73738861)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98001099, 40.78053284)","(-73.93874359, 40.67551041)",19.24000,29.710,10.38000,16.950,25.23500,27.560,Matched
"(-73.785924, 40.645134)","(-73.98001862, 40.72701645)", ,14.77000,25.710, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76303864, 40.71967316)', '(-73.92050934, 40.76987076)']"
"(-73.785924, 40.645134)","(-73.98001862, 40.74479294)", ,17.48000,24.940, , ,,,"(-73.98001862, 40.74479294):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98001862, 40.75413132)","(-73.72438812, 40.69211578)",17.77000,25.370,6.68000,9.540,19.36500,27.200,Matched
"(-73.785924, 40.645134)","(-73.98001862, 40.77708817)", ,18.92000,28.770, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87294769, 40.83508301)', '(-73.81530762, 40.69286728)', '(-73.78601837, 40.76334763)', '(-73.7835083, 40.64405441)', '(-73.77689362, 40.67972946)', '(-73.87076569, 40.77332687)', '(-73.92151642, 40.76704407)']"
"(-73.785924, 40.645134)","(-73.98003387, 40.7391777)", ,17.72000,25.730, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94659424, 40.70763016)', '(-73.78083038, 40.64661407)', '(-73.9434967, 40.71670914)', '(-73.85046387, 40.72316742)', '(-73.93334198, 40.75495148)']"
"(-73.785924, 40.645134)","(-73.98003387, 40.77139282)", ,18.63000,28.040, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87021637, 40.7314415)', '(-73.79004669, 40.64691925)', '(-73.96330261, 40.77090073)', '(-73.96614838, 40.75788116)', '(-73.93409729, 40.79784012)', '(-73.95729828, 40.73207855)', '(-73.94981384, 40.72409058)', '(-73.94296265, 40.70879745)', '(-73.97226715, 40.75485992)', '(-73.92526245, 40.75880051)', '(-73.97429657, 40.75658035)', '(-73.91914368, 40.74614716)']"
"(-73.785924, 40.645134)","(-73.9800415, 40.75402069)", ,17.76000,25.360, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95384979, 40.72914886)', '(-73.89412689, 40.8620491)', '(-73.8443985, 40.71084213)']"
"(-73.785924, 40.645134)","(-73.9800415, 40.7637558)", ,18.15000,27.310, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87664032, 40.71231842)', '(-73.97148895, 40.76628876)', '(-73.94746399, 40.7819252)', '(-73.89412689, 40.74781799)']"
"(-73.785924, 40.645134)","(-73.98004913, 40.66883469)", ,13.09000,22.000, , ,,,"(-73.98004913, 40.66883469):Delay constraint failed"
