source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.98005676, 40.67788315)", ,12.74000,21.170, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96356964, 40.68225479)', '(-73.82551575, 40.68501663)', '(-73.88114166, 40.63945389)', '(-73.95257568, 40.71743774)']"
"(-73.785924, 40.645134)","(-73.98007202, 40.74296188)", ,17.68000,25.560, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.67747498, 40.66089249)']"
"(-73.785924, 40.645134)","(-73.98007965, 40.68505478)","(-73.95804596, 40.67545319)",12.47000,19.520,11.49000,18.780,21.25000,20.530,Matched
"(-73.785924, 40.645134)","(-73.98007965, 40.68594742)", ,12.56000,19.760, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94184113, 40.71263123)', '(-73.79450989, 40.657341)']"
"(-73.785924, 40.645134)","(-73.98007965, 40.76036835)", ,18.36000,26.420, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95961761, 40.7752533)', '(-73.9537735, 40.78201675)', '(-73.96875, 40.75419998)', '(-73.93175507, 40.66889954)']"
"(-73.785924, 40.645134)","(-73.98007965, 40.76555634)","(-73.90467834, 40.85546875)",18.11000,26.340,20.18000,28.340,31.28000,35.800,Matched
"(-73.785924, 40.645134)","(-73.98008728, 40.73513031)","(-73.94732666, 40.77698135)",18.09000,27.010,19.24000,27.560,31.59500,31.760,Matched
"(-73.785924, 40.645134)","(-73.98008728, 40.75017548)", ,17.49000,24.610, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94937134, 40.79366684)', '(-73.96074677, 40.75879669)', '(-73.92223358, 40.66305923)', '(-73.97190094, 40.75037766)', '(-73.77750397, 40.72637177)', '(-73.8092041, 40.68961334)', '(-73.80345917, 40.6591301)']"
"(-73.785924, 40.645134)","(-73.98009491, 40.7244873)", ,14.82000,25.850, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76303864, 40.71967316)', '(-73.92050934, 40.76987076)']"
"(-73.785924, 40.645134)","(-73.98011017, 40.67388916)", ,12.89000,21.530, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94989014, 40.65261078)', '(-73.78339386, 40.64670181)', '(-73.80596161, 40.66567612)', '(-73.86047363, 40.73820877)', '(-73.97653198, 40.67763138)', '(-73.83013916, 40.68650055)', '(-73.91542053, 40.69273758)', '(-73.8421402, 40.72288513)', '(-73.78851318, 40.71242905)']"
"(-73.785924, 40.645134)","(-73.98011017, 40.72238541)","(-73.95063782, 40.66399002)",14.61000,24.890,11.20000,17.270,23.64500,22.970,Matched
"(-73.785924, 40.645134)","(-73.98011017, 40.7858429)", ,19.59000,29.830, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95023346, 40.77160263)', '(-73.95269775, 40.79135132)', '(-73.9611969, 40.76679993)', '(-73.82777405, 40.75417709)', '(-73.92719269, 40.75542831)', '(-73.95161438, 40.77870941)', '(-73.80210114, 40.66558838)', '(-73.92737579, 40.76855087)', '(-73.94409943, 40.82484818)', '(-73.94824219, 40.69175339)', '(-73.95098877, 40.76965714)']"
"(-73.785924, 40.645134)","(-73.9801178, 40.67629242)", ,12.81000,21.250, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77555847, 40.68741608)', '(-73.88207245, 40.65037155)', '(-73.95961761, 40.70619202)', '(-73.7936554, 40.73802567)']"
"(-73.785924, 40.645134)","(-73.9801178, 40.73756027)", ,17.86000,26.290, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83586884, 40.94297791)']"
"(-73.785924, 40.645134)","(-73.9801178, 40.74248505)", ,17.63000,25.350, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95928955, 40.76670837)', '(-73.90808105, 40.76062012)', '(-73.95197296, 40.75105667)', '(-73.78899384, 40.64161682)', '(-73.95919037, 40.77179337)', '(-73.92464447, 40.77403259)', '(-73.94837952, 40.77896118)']"
"(-73.785924, 40.645134)","(-73.9801178, 40.76232147)","(-73.93357849, 40.64196777)",18.54000,26.750,10.82000,17.190,24.19500,29.410,Matched
"(-73.785924, 40.645134)","(-73.98012543, 40.73827744)","(-73.95198059, 40.71178055)",17.79000,26.020,12.24000,19.400,25.25000,23.330,Matched
"(-73.785924, 40.645134)","(-73.98014069, 40.78881073)","(-73.96816254, 40.80013657)",19.88000,30.760,19.88000,29.420,35.26000,30.800,Matched
"(-73.785924, 40.645134)","(-73.98014832, 40.77975082)", ,19.13000,28.660, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93505859, 40.64053726)', '(-73.95931244, 40.76428604)', '(-73.87249756, 40.7744751)', '(-73.95078278, 40.76966858)', '(-73.7902832, 40.64366531)', '(-73.95269012, 40.77832031)']"
"(-73.785924, 40.645134)","(-73.98016357, 40.67476273)", ,13.23000,21.830, , ,,,"(-73.98016357, 40.67476273):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98016357, 40.68032455)", ,12.71000,20.400, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.89042664, 40.73249817)', '(-73.95597076, 40.68562317)', '(-73.94454193, 40.68318939)', '(-73.84494781, 40.72901154)']"
"(-73.785924, 40.645134)","(-73.98016357, 40.73519516)","(-73.96820068, 40.71072769)",18.09000,26.990,13.13000,20.750,26.62500,25.040,Matched
"(-73.785924, 40.645134)","(-73.98016357, 40.74448013)", ,17.63000,25.410, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95619202, 40.72056198)', '(-73.79951477, 40.66730118)', '(-73.9778595, 40.7456398)', '(-73.92469788, 40.77015686)', '(-73.94870758, 40.77352524)', '(-73.94631958, 40.72296524)', '(-73.96881866, 40.75814056)', '(-73.92246246, 40.73189545)', '(-73.86486053, 40.77039719)', '(-73.80696106, 40.66617584)', '(-73.83473206, 40.71404648)']"
"(-73.785924, 40.645134)","(-73.98016357, 40.77301407)", ,18.54000,27.340, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91281128, 40.77048492)', '(-73.84853363, 40.65972137)', '(-73.96907043, 40.78580856)', '(-73.91668701, 40.74337006)', '(-73.79399872, 40.66722107)', '(-73.86112976, 40.72019577)', '(-73.86142731, 40.72013855)', '(-73.9613266, 40.76002884)']"
"(-73.785924, 40.645134)","(-73.9801712, 40.72071075)","(-73.95965576, 40.69115067)",14.72000,25.180,12.09000,19.020,24.68000,23.200,Matched
"(-73.785924, 40.645134)","(-73.9801712, 40.73510361)", ,18.09000,27.000, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.8299408, 40.68244171)', '(-73.92256165, 40.69978333)']"
"(-73.785924, 40.645134)","(-73.9801712, 40.74169159)", ,17.78000,25.990, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.89141846, 40.64234543)', '(-73.82315826, 40.72450256)', '(-73.96085358, 40.69414902)', '(-73.95937347, 40.76678467)', '(-73.88768768, 40.74216843)', '(-73.96694946, 40.75713348)', '(-73.90759277, 40.76036072)', '(-73.97013855, 40.75278473)']"
"(-73.785924, 40.645134)","(-73.9801712, 40.74257278)","(-73.97169495, 40.74686813)",17.64000,25.360,16.76000,22.920,29.44000,26.330,Matched
"(-73.785924, 40.645134)","(-73.98017883, 40.73869324)","(-73.96326447, 40.72024918)",17.75000,25.790,13.32000,21.840,26.21500,26.320,Matched
"(-73.785924, 40.645134)","(-73.98019409, 40.67950058)", ,12.86000,21.040, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7993927, 40.66745758)', '(-73.76345062, 40.67660522)', '(-73.96406555, 40.70919037)']"
"(-73.785924, 40.645134)","(-73.98019409, 40.73218155)", ,18.35000,27.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83574677, 40.70705032)', '(-73.95545197, 40.71824646)']"
"(-73.785924, 40.645134)","(-73.98020172, 40.66033936)", ,13.28000,20.950, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95227051, 40.6397171)', '(-73.82846832, 40.70043564)', '(-73.94508362, 40.70827103)', '(-73.94410706, 40.66196823)']"
"(-73.785924, 40.645134)","(-73.98020172, 40.73064423)", ,15.12000,27.090, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.90859985, 40.70671082)', '(-73.95153809, 40.69007111)', '(-73.88881683, 40.75330734)']"
"(-73.785924, 40.645134)","(-73.98020172, 40.74092865)","(-73.97616577, 40.74440765)",17.68000,25.570,17.30000,24.150,30.08500,24.720,Matched
"(-73.785924, 40.645134)","(-73.98020172, 40.74446106)", ,17.63000,25.420, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7856369, 40.73205185)', '(-73.87722015, 40.73675156)', '(-73.95511627, 40.7700119)', '(-73.78459167, 40.7298317)', '(-73.94678497, 40.78003693)', '(-73.95071411, 40.7694931)', '(-73.77907562, 40.68637466)', '(-73.95943451, 40.74362946)', '(-73.83975983, 40.92200089)', '(-73.97202301, 40.74725723)', '(-73.91791534, 40.73181915)', '(-73.80066681, 40.70312881)']"
"(-73.785924, 40.645134)","(-73.98020935, 40.73860931)", ,17.77000,25.980, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97628784, 40.74087906)', '(-73.85683441, 40.7161293)', '(-73.95584106, 40.76810837)', '(-73.8895874, 40.73330307)', '(-73.9525528, 40.77822876)', '(-73.9460144, 40.72538376)', '(-73.92764282, 40.68139648)', '(-73.79481506, 40.66766739)', '(-73.95269012, 40.67173386)', '(-73.96424866, 40.71927261)', '(-73.79270172, 40.73890686)', '(-73.96977997, 40.75311279)', '(-73.93143463, 40.69693375)', '(-73.83548737, 40.66477966)', '(-73.94850159, 40.78422928)', '(-73.96283722, 40.71018982)', '(-73.97488403, 40.72982788)']"
"(-73.785924, 40.645134)","(-73.98020935, 40.73866272)", ,17.75000,25.800, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97895813, 40.73624039)']"
"(-73.785924, 40.645134)","(-73.98020935, 40.74169922)","(-73.95056152, 40.71616745)",17.77000,25.980,12.80000,21.300,25.79000,25.990,Matched
"(-73.785924, 40.645134)","(-73.98020935, 40.76357269)","(-73.9598465, 40.78128052)",18.15000,27.320,18.89000,28.270,31.81000,29.570,Matched
"(-73.785924, 40.645134)","(-73.98021698, 40.76519775)","(-73.94348907, 40.80716324)",18.13000,26.470,17.85000,25.380,31.08500,31.480,Matched
"(-73.785924, 40.645134)","(-73.98021698, 40.78236771)","(-73.94043732, 40.72361374)",19.31000,29.160,13.27000,22.340,27.85000,28.300,Matched
"(-73.785924, 40.645134)","(-73.98023224, 40.71403885)", ,14.95000,25.860, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95244598, 40.75872421)', '(-73.92573547, 40.70077133)', '(-73.79399872, 40.66727066)', '(-73.94603729, 40.72737122)', '(-73.87911224, 40.75204086)']"
"(-73.785924, 40.645134)","(-73.98023224, 40.7425499)", ,17.64000,25.370, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85990143, 40.67806244)', '(-73.91861725, 40.80635834)', '(-73.9619751, 40.75589752)', '(-73.80184937, 40.65847015)', '(-73.91551208, 40.76070786)', '(-73.95144653, 40.74137878)', '(-73.78650665, 40.66767883)', '(-73.93580627, 40.67856979)', '(-73.92858887, 40.70542908)', '(-73.92188263, 40.68283844)', '(-73.9464798, 40.71680069)', '(-73.91320038, 40.74720001)', '(-73.92471313, 40.76427841)']"
"(-73.785924, 40.645134)","(-73.98023224, 40.748703)","(-73.79012299, 40.6435585)",17.32000,24.190,2.26000,5.610,14.35500,21.290,Matched
"(-73.785924, 40.645134)","(-73.98023987, 40.67137909)", ,13.03000,21.940, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9640274, 40.67919922)', '(-73.85088348, 40.7211113)', '(-73.78018188, 40.66641617)', '(-73.9329071, 40.69772339)', '(-73.95848846, 40.68305969)']"
"(-73.785924, 40.645134)","(-73.98023987, 40.74250412)", ,17.64000,25.370, , ,,,"(-73.98023987, 40.74250412):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.9802475, 40.74246979)", ,17.64000,25.360, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93940735, 40.71402359)', '(-73.83743286, 40.71622849)', '(-73.77732849, 40.6664505)', '(-73.94472504, 40.70628738)', '(-73.85205078, 40.71377182)', '(-73.92764282, 40.76638031)', '(-73.81924438, 40.7663269)', '(-73.81742859, 40.76570129)', '(-73.93056488, 40.69297791)', '(-73.83280182, 40.75397873)', '(-73.91990662, 40.74311829)']"
"(-73.785924, 40.645134)","(-73.9802475, 40.74248886)","(-73.95664215, 40.74673462)",17.64000,25.370,16.16000,23.670,28.84500,26.230,Matched
"(-73.785924, 40.645134)","(-73.98025513, 40.7480545)", ,17.42000,24.720, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95965576, 40.69115067)']"
"(-73.785924, 40.645134)","(-73.98026276, 40.74663544)", ,17.34000,24.440, , ,,,"(-73.98026276, 40.74663544): D2: (-73.81154633, 40.67684174)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98026276, 40.7629776)", ,18.33000,27.010, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95978546, 40.76015091)', '(-73.73628235, 40.65518188)']"
"(-73.785924, 40.645134)","(-73.98027039, 40.67298889)", ,13.37000,22.240, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93395233, 40.62143707)', '(-73.95516968, 40.6787262)', '(-73.84050751, 40.93030167)']"
"(-73.785924, 40.645134)","(-73.98027039, 40.67468262)", ,13.23000,21.820, , ,,,"(-73.98027039, 40.67468262):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98027039, 40.73667145)", ,17.94000,26.550, , ,,,"(-73.98027039, 40.73667145):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98027039, 40.74160385)", ,17.78000,25.980, , ,,,"(-73.98027039, 40.74160385):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98027802, 40.69632339)", ,14.21000,22.630, , ,,,"(-73.98027802, 40.69632339):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98027802, 40.72697067)", ,14.78000,25.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73193359, 40.69919968)', '(-73.94941711, 40.71839142)', '(-73.780159, 40.64567947)', '(-73.8732605, 40.73720932)', '(-73.93462372, 40.67770386)']"
"(-73.785924, 40.645134)","(-73.98027802, 40.73249054)", ,18.34000,27.730, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77664948, 40.66945648)', '(-73.79005432, 40.64335632)', '(-73.91596985, 40.76424789)', '(-73.95960999, 40.71525955)', '(-73.97672272, 40.73246384)', '(-73.95258331, 40.71875763)', '(-73.75307465, 40.73098755)', '(-73.94783783, 40.70907974)', '(-73.9587326, 40.76446915)', '(-73.7530365, 40.73097992)', '(-73.96439362, 40.75627136)', '(-73.95189667, 40.77464294)', '(-73.91030121, 40.74974823)', '(-73.7075119, 40.66496658)', '(-73.95530701, 40.74591827)']"
"(-73.785924, 40.645134)","(-73.98027802, 40.78223801)","(-73.96960449, 40.79383469)",19.31000,29.150,20.07000,29.780,33.88500,30.260,Matched
"(-73.785924, 40.645134)","(-73.98028564, 40.67639923)", ,13.07000,21.250, , ,,,"(-73.98028564, 40.67639923):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.98028564, 40.7442894)", ,17.61000,25.330, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.67747498, 40.66089249)']"
"(-73.785924, 40.645134)","(-73.98028564, 40.75575638)","(-73.97875214, 40.7528038)",17.93000,25.460,17.66000,24.960,30.39000,25.770,Matched
"(-73.785924, 40.645134)","(-73.98029327, 40.72956848)", ,15.02000,26.730, , ,,,"(-73.98029327, 40.72956848): D2: (-73.76676178, 40.75255966)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98029327, 40.73241425)", ,18.35000,27.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91066742, 40.74396133)', '(-73.9628067, 40.75714874)', '(-73.90827179, 40.76134872)', '(-73.9524765, 40.76887894)', '(-73.78294373, 40.64395905)', '(-73.92073059, 40.73786545)', '(-73.83997345, 40.7199707)', '(-73.95188904, 40.76932144)', '(-73.96497345, 40.75431824)', '(-73.87168121, 40.73093033)']"
"(-73.785924, 40.645134)","(-73.9803009, 40.72243118)", ,14.61000,24.840, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77444458, 40.69246292)', '(-73.82524872, 40.68657303)', '(-73.86575317, 40.77108765)', '(-73.77367401, 40.67847824)', '(-73.77697754, 40.64622116)', '(-73.95352173, 40.75785828)', '(-73.86988068, 40.77180862)', '(-73.95761108, 40.7115593)', '(-73.91895294, 40.76229858)']"
"(-73.785924, 40.645134)","(-73.98030853, 40.6696701)","(-73.977005, 40.66556931)",13.19000,22.410,13.08000,22.470,24.28500,23.000,Matched
"(-73.785924, 40.645134)","(-73.98030853, 40.67151642)", ,13.02000,21.910, , ,,,"(-73.98030853, 40.67151642):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98030853, 40.78543854)","(-73.9726944, 40.79281616)",19.56000,29.750,20.12000,30.790,34.43500,30.470,Matched
"(-73.785924, 40.645134)","(-73.98030853, 40.78548813)", ,19.56000,29.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83341217, 40.66685104)', '(-73.86841583, 40.86387253)', '(-73.84651947, 40.68862915)', '(-73.95748138, 40.71865845)']"
"(-73.785924, 40.645134)","(-73.98031616, 40.72639465)", ,14.72000,25.400, , ,,,"(-73.98031616, 40.72639465):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98031616, 40.74016953)", ,17.92000,26.480, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9498291, 40.77243042)', '(-73.9221344, 40.65988541)', '(-73.87078094, 40.68233109)']"
"(-73.785924, 40.645134)","(-73.98031616, 40.78361511)", ,19.43000,29.500, , ,,,"(-73.98031616, 40.78361511):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98032379, 40.67639923)", ,13.07000,21.250, , ,,,"(-73.98032379, 40.67639923):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98032379, 40.68530273)", ,12.49000,19.550, , ,,,"(-73.98032379, 40.68530273):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98032379, 40.74432373)", ,17.64000,25.520, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83518219, 40.71207047)', '(-73.939888, 40.70695877)', '(-73.92662811, 40.76264572)', '(-73.7808609, 40.66468048)', '(-73.87306213, 40.77435684)', '(-73.78700256, 40.64514923)', '(-73.95253754, 40.74467468)', '(-73.95715332, 40.7677269)', '(-73.74246979, 40.61950302)', '(-73.85071564, 40.72570801)', '(-73.7752533, 40.66527939)', '(-73.90221405, 40.70963669)', '(-73.94822693, 40.72629547)']"
"(-73.785924, 40.645134)","(-73.98033142, 40.74015427)", ,17.92000,26.470, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94273376, 40.69216156)', '(-73.88323212, 40.75370789)']"
