source_coords,dest1_coords,dest2_coords,ret_angle,source_D1_distance(in miles),source_D1_time(in minutes),source_D1_avg_speed(per minute),original_cost$2,original_cost$2.5,original_cost$3,original_cost$4,original_accepted_delay,D1_D2_distance(in miles),D1_D2_time(in minutes),D1_D2_avg_speed(per minute),D1_D2_cost$2,D1_D2_cost$2.5,D1_D2_cost$3,D1_D2_cost$4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94521332, 40.77442551)",43.25,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.55,10.62,0.43,9.1,11.375,13.649999999999999,18.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9852829, 40.75162125)",173.51,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.77,6.77,0.41,5.54,6.925,8.31,11.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99523163, 40.68655396)",147.78,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.9,15.52,0.44,13.8,17.25,20.700000000000003,27.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97380829, 40.73676682)",161.79,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.39,8.48,0.4,6.78,8.475,10.17,13.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97657013, 40.78251648)",163.14,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.33,11.65,0.46,10.66,13.325,15.99,21.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99874878, 40.7474823)",171.17,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.85,9.99,0.39,7.7,9.625,11.55,15.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.83178711, 40.95357132)",33.82,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,21.95,30.19,0.73,43.9,54.875,65.85,87.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9690094, 40.79341507)",143.65,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.67,12.88,0.52,13.34,16.675,20.009999999999998,26.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.87100983, 40.77412033)",14.06,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.82,11.73,0.5,11.64,14.55,17.46,23.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96425629, 40.71918106)",126.77,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.85,8.45,0.34,5.7,7.125,8.55,11.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.89331818, 40.75289154)",10.5,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.96,9.51,0.42,7.92,9.9,11.879999999999999,15.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98316193, 40.76630783)",177.77,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.13,9.9,0.42,8.26,10.325,12.39,16.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98353577, 40.74992752)",172.69,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.67,6.67,0.4,5.34,6.675,8.01,10.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.76333618, 40.59403229)",3.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,20.64,30.87,0.67,41.28,51.6,61.92,82.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95632172, 40.76870346)",98.66,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.61,8.38,0.43,7.22,9.025,10.83,14.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97251129, 40.75613785)",179.83,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.24,7.9,0.41,6.48,8.100000000000001,9.72,12.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99016571, 40.76171112)",177.83,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.02,9.61,0.42,8.04,10.049999999999999,12.059999999999999,16.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94892883, 40.63500214)",67.54,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.61,18.16,0.47,17.22,21.525,25.83,34.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.79019928, 40.64678955)",0.54,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,15.09,22.04,0.68,30.18,37.725,45.269999999999996,60.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98661804, 40.75662994)",176.0,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.31,8.55,0.39,6.62,8.275,9.93,13.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98976898, 40.70194244)",150.59,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.13,13.01,0.47,12.26,15.325,18.39,24.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97891998, 40.74765015)",171.44,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.4,6.1,0.39,4.8,6.0,7.199999999999999,9.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.8535614, 40.71254349)",3.69,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.24,13.58,0.53,14.48,18.1,21.72,28.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95547485, 40.60853577)",79.73,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.59,22.16,0.48,21.18,26.475,31.77,42.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.80111694, 40.66882706)",1.02,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.12,21.23,0.67,28.24,35.3,42.36,56.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9890213, 40.68887329)",144.85,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.3,13.53,0.47,12.6,15.75,18.9,25.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98422241, 40.75737)",176.85,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.32,8.0,0.41,6.64,8.299999999999999,9.959999999999999,13.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95485687, 40.69306183)",75.25,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.5,10.84,0.42,9.0,11.25,13.5,18.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96656036, 40.75733948)",173.37,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.25,7.54,0.43,6.5,8.125,9.75,13.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97134399, 40.78443146)",154.42,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.76,13.12,0.44,11.52,14.399999999999999,17.28,23.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95068359, 40.71468735)",48.56,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.82,7.93,0.36,5.64,7.05,8.459999999999999,11.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94978333, 40.77606964)",59.73,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.44,10.46,0.42,8.88,11.100000000000001,13.32,17.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98519135, 40.73215866)",162.9,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.4,8.76,0.39,6.8,8.5,10.2,13.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.86740112, 40.76796341)",12.76,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.92,12.62,0.47,11.84,14.8,17.759999999999998,23.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99121857, 40.74491882)",170.04,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.45,8.96,0.38,6.9,8.625,10.350000000000001,13.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9956665, 40.74026871)",168.28,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.06,10.6,0.38,8.12,10.149999999999999,12.18,16.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90834808, 40.69322205)",8.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.79,14.3,0.47,13.58,16.975,20.37,27.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.93843842, 40.7146492)",17.53,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.86,8.28,0.35,5.72,7.1499999999999995,8.58,11.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.88866425, 40.75295639)",10.41,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.05,9.95,0.41,8.1,10.125,12.149999999999999,16.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99627686, 40.72674179)",163.02,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.26,12.19,0.35,8.52,10.649999999999999,12.78,17.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98705292, 40.72941971)",162.01,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.61,9.54,0.38,7.22,9.025,10.83,14.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.93362427, 40.67945862)",30.42,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.1,13.42,0.45,12.2,15.25,18.299999999999997,24.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.8552475, 40.74869919)",9.28,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.74,11.93,0.48,11.48,14.350000000000001,17.22,22.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00079346, 40.68134689)",148.83,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.64,16.41,0.47,15.28,19.099999999999998,22.919999999999998,30.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97463989, 40.75234222)",175.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.83,7.3,0.39,5.66,7.075,8.49,11.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9414978, 40.67673874)",43.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.97,14.06,0.42,11.94,14.924999999999999,17.91,23.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95882416, 40.64744568)",86.15,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.91,16.87,0.47,15.82,19.775,23.73,31.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.93865967, 40.75272751)",14.13,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,1.83,5.29,0.35,3.66,4.575,5.49,7.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96323395, 40.71668625)",120.38,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.81,8.38,0.34,5.62,7.025,8.43,11.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96789551, 40.67938614)",112.72,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.83,13.65,0.43,11.66,14.575,17.490000000000002,23.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96789551, 40.78738022)",144.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.51,12.35,0.45,11.02,13.774999999999999,16.53,22.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96975708, 40.80228043)",140.3,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.4,14.64,0.51,14.8,18.5,22.200000000000003,29.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.93857574, 40.85507965)",68.31,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.91,17.28,0.63,21.82,27.275,32.730000000000004,43.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95378113, 40.7987709)",88.82,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.76,13.54,0.5,13.52,16.9,20.28,27.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95393372, 40.75769043)",59.64,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.68,9.22,0.29,5.36,6.7,8.040000000000001,10.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97207642, 40.75687027)",179.17,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.06,7.84,0.39,6.12,7.65,9.18,12.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95742035, 40.67338181)",84.01,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.19,14.3,0.43,12.38,15.475000000000001,18.57,24.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95678711, 40.77085114)",102.73,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.07,9.41,0.43,8.14,10.175,12.21,16.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99916077, 40.68027878)",147.74,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.17,16.97,0.42,14.34,17.925,21.509999999999998,28.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95067596, 40.77654648)",64.19,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.23,9.7,0.44,8.46,10.575000000000001,12.690000000000001,16.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97827148, 40.76671982)",175.06,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.85,8.56,0.45,7.7,9.625,11.55,15.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.74051666, 40.69049072)",4.82,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.89,22.32,0.67,29.78,37.225,44.67,59.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.86174011, 40.76842117)",12.62,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.52,14.42,0.45,13.04,16.299999999999997,19.56,26.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97564697, 40.75727081)",179.34,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.12,7.67,0.41,6.24,7.800000000000001,9.36,12.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91642761, 40.7668457)",16.85,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.1,7.47,0.41,6.2,7.75,9.3,12.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.75813293, 40.69916153)",5.15,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,13.24,22.06,0.6,26.48,33.1,39.72,52.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.77667999, 40.64531326)",0.03,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,15.41,22.71,0.68,30.82,38.525,46.230000000000004,61.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.79923248, 40.66749954)",0.98,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,12.46,19.79,0.63,24.92,31.150000000000002,37.38,49.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96027374, 40.80042648)",113.89,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.03,14.07,0.5,14.06,17.575,21.09,28.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95801544, 40.71894836)",93.06,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.93,8.27,0.35,5.86,7.325,8.790000000000001,11.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98065948, 40.76449585)",177.77,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.06,8.98,0.45,8.12,10.149999999999999,12.18,16.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9859848, 40.75001144)",172.59,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.85,7.34,0.39,5.7,7.125,8.55,11.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98208618, 40.77646255)",171.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.71,10.38,0.45,9.42,11.775,14.129999999999999,18.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96582794, 40.79020309)",137.45,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.54,12.63,0.52,13.08,16.35,19.62,26.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94200897, 40.78705215)",46.69,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.79,11.75,0.49,11.58,14.475,17.37,23.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.8631897, 40.73183441)",6.42,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.24,11.9,0.52,12.48,15.600000000000001,18.72,24.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00167084, 40.7363739)",167.29,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.32,11.55,0.37,8.64,10.8,12.96,17.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99310303, 40.75684738)",175.21,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.57,9.39,0.38,7.14,8.924999999999999,10.709999999999999,14.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96764374, 40.68695831)",115.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.18,12.35,0.42,10.36,12.95,15.54,20.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94160461, 40.71955872)",18.21,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.54,7.23,0.35,5.08,6.35,7.62,10.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9449234, 40.65274811)",57.33,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.68,16.62,0.46,15.36,19.2,23.04,30.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99175262, 40.68566132)",145.45,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.81,15.23,0.45,13.62,17.025,20.43,27.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.8985672, 40.66343307)",12.84,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.53,17.06,0.44,15.06,18.825,22.59,30.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94733429, 40.78383636)",57.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.28,9.91,0.53,10.56,13.200000000000001,15.84,21.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94430542, 40.78269958)",48.34,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.09,9.51,0.54,10.18,12.725,15.27,20.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95854187, 40.7156105)",95.12,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.16,8.49,0.37,6.32,7.9,9.48,12.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90385437, 40.77363586)",17.02,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.97,9.34,0.42,7.94,9.925,11.91,15.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98323822, 40.723423)",157.38,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.24,11.96,0.35,8.48,10.600000000000001,12.72,16.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.03504944, 40.73783493)",169.15,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.15,14.52,0.42,12.3,15.375,18.450000000000003,24.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99271393, 40.73039627)",163.81,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.87,10.68,0.36,7.74,9.675,11.61,15.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00697327, 40.71894836)",162.3,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.33,15.66,0.34,10.66,13.325,15.99,21.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96988678, 40.7593689)",174.84,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.22,8.03,0.4,6.44,8.05,9.66,12.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98412323, 40.77537537)",173.27,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.71,10.45,0.45,9.42,11.775,14.129999999999999,18.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.17680359, 40.66269302)",165.03,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,23.36,39.94,0.58,46.72,58.4,70.08,93.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95528412, 40.73079681)",67.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,1.9,5.34,0.36,3.8,4.75,5.699999999999999,7.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9275589, 40.8666954)",58.05,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,11.45,16.68,0.69,22.9,28.625,34.349999999999994,45.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97088623, 40.6799736)",119.13,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.87,13.59,0.43,11.74,14.675,17.61,23.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98827362, 40.7163887)",156.17,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.43,12.12,0.45,10.86,13.575,16.29,21.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9138031, 40.8856163)",51.11,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,13.44,20.34,0.66,26.88,33.6,40.32,53.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98413086, 40.72018051)",156.07,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.97,11.88,0.42,9.94,12.424999999999999,14.91,19.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99900055, 40.75476837)",173.86,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.64,8.26,0.44,7.28,9.1,10.92,14.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00870514, 40.71974182)",162.82,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.32,15.71,0.34,10.64,13.3,15.96,21.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99633789, 40.72546005)",162.54,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.35,12.29,0.35,8.7,10.875,13.049999999999999,17.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98323059, 40.77050781)",175.44,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.43,10.23,0.43,8.86,11.075,13.29,17.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.79581451, 40.67190933)",1.58,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,12.34,18.67,0.66,24.68,30.85,37.019999999999996,49.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94953918, 40.7268486)",30.23,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,1.7,4.89,0.35,3.4,4.25,5.1,6.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98558044, 40.76093292)",178.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.7,8.85,0.42,7.4,9.25,11.100000000000001,14.8
