source_coords,dest1_coords,dest2_coords,ret_angle,source_D1_distance(in miles),source_D1_time(in minutes),source_D1_avg_speed(per minute),original_cost$2,original_cost$2.5,original_cost$3,original_cost$4,original_accepted_delay,D1_D2_distance(in miles),D1_D2_time(in minutes),D1_D2_avg_speed(per minute),D1_D2_cost$2,D1_D2_cost$2.5,D1_D2_cost$3,D1_D2_cost$4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9910965, 40.74687576)",170.93,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.24,8.45,0.38,6.48,8.100000000000001,9.72,12.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9474411, 40.71206284)",38.28,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.91,8.13,0.36,5.82,7.275,8.73,11.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95001984, 40.68405914)",60.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.44,13.29,0.41,10.88,13.600000000000001,16.32,21.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90644073, 40.82962418)",33.67,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,9.11,15.59,0.58,18.22,22.775,27.33,36.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.8897171, 40.62928009)",17.11,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.28,21.11,0.49,20.56,25.7,30.839999999999996,41.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97010803, 40.75641632)",178.3,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.52,8.27,0.43,7.04,8.8,10.56,14.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98056793, 40.73537445)",163.44,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.19,8.2,0.39,6.38,7.975,9.57,12.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.72943878, 40.66323471)",3.11,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,16.02,23.06,0.69,32.04,40.05,48.06,64.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99578857, 40.72064972)",160.55,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.52,12.94,0.35,9.04,11.299999999999999,13.559999999999999,18.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97086334, 40.78596878)",152.45,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.44,12.21,0.45,10.88,13.600000000000001,16.32,21.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.86539459, 40.90052795)",34.16,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,15.5,24.85,0.62,31.0,38.75,46.5,62.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97007751, 40.78914261)",148.71,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.88,13.49,0.51,13.76,17.2,20.64,27.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99628448, 40.75839615)",175.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.66,8.65,0.42,7.32,9.15,10.98,14.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97551727, 40.74784088)",171.68,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.24,5.75,0.39,4.48,5.6000000000000005,6.720000000000001,8.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98547363, 40.74689102)",170.93,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.86,7.06,0.41,5.72,7.1499999999999995,8.58,11.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96240997, 40.68609619)",100.79,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.27,12.64,0.42,10.54,13.174999999999999,15.809999999999999,21.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97186279, 40.75099182)",175.05,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.71,6.92,0.39,5.42,6.775,8.129999999999999,10.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.82665253, 40.76958084)",11.79,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.91,15.66,0.5,15.82,19.775,23.73,31.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94258118, 40.60261917)",62.01,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.68,21.86,0.49,21.36,26.7,32.04,42.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98884583, 40.68614578)",143.67,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.59,14.37,0.46,13.18,16.475,19.77,26.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.82125092, 40.75204086)",9.61,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.78,15.19,0.51,15.56,19.45,23.34,31.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99539185, 40.74945831)",171.98,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.6,9.28,0.39,7.2,9.0,10.8,14.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99224091, 40.75891113)",176.22,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.85,9.19,0.42,7.7,9.625,11.55,15.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99146271, 40.71672821)",157.61,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.78,13.59,0.42,11.56,14.450000000000001,17.34,23.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97678375, 40.78251266)",163.38,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.32,11.64,0.46,10.64,13.3,15.96,21.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9747467, 40.79013062)",156.09,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.81,12.89,0.45,11.62,14.524999999999999,17.43,23.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97412109, 40.75629807)",179.2,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.02,7.42,0.41,6.04,7.55,9.06,12.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97929382, 40.68795013)",135.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.12,13.21,0.46,12.24,15.3,18.36,24.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98484039, 40.76588821)",178.64,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.31,10.06,0.43,8.62,10.774999999999999,12.93,17.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92366791, 40.7373085)",4.32,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.3,5.92,0.39,4.6,5.75,6.8999999999999995,9.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.80622864, 40.81102371)",15.8,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.71,23.86,0.62,29.42,36.775000000000006,44.13,58.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9619751, 40.75589752)",165.37,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.4,8.23,0.41,6.8,8.5,10.2,13.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95144653, 40.74137878)",8.53,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.76,8.6,0.44,7.52,9.399999999999999,11.28,15.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98625946, 40.75834656)",176.96,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.44,8.26,0.42,6.88,8.6,10.32,13.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9643631, 40.76043701)",164.13,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.0,6.91,0.43,6.0,7.5,9.0,12.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96121216, 40.75993347)",152.64,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.73,6.1,0.45,5.46,6.825,8.19,10.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98832703, 40.75600052)",175.43,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.26,8.46,0.39,6.52,8.149999999999999,9.78,13.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96274567, 40.71819687)",119.74,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.74,8.04,0.34,5.48,6.8500000000000005,8.22,10.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.82939148, 40.7610817)",10.78,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.22,14.55,0.5,14.44,18.05,21.66,28.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.73364258, 40.77637863)",11.13,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.77,21.92,0.67,29.54,36.925,44.31,59.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90765381, 40.69819641)",6.51,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.35,12.89,0.49,12.7,15.875,19.049999999999997,25.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99796295, 40.75074387)",172.41,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.7,8.95,0.41,7.4,9.25,11.100000000000001,14.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.86162567, 40.76838303)",12.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.51,14.4,0.45,13.02,16.275,19.53,26.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9837265, 40.73014069)",161.34,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.62,9.57,0.38,7.24,9.05,10.86,14.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.82898712, 40.87517548)",24.68,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,16.71,26.67,0.63,33.42,41.775000000000006,50.13,66.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97543335, 40.63797379)",113.39,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,9.16,19.46,0.47,18.32,22.9,27.48,36.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97241211, 40.74640274)",170.4,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.45,6.76,0.36,4.9,6.125,7.3500000000000005,9.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96535492, 40.80524826)",128.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.6,14.91,0.51,15.2,19.0,22.799999999999997,30.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.89578247, 40.76639938)",14.09,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.24,8.98,0.47,8.48,10.600000000000001,12.72,16.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95811462, 40.76036453)",124.43,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.17,7.24,0.44,6.34,7.925,9.51,12.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97581482, 40.76561737)",174.22,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.7,8.27,0.45,7.4,9.25,11.100000000000001,14.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96957397, 40.75808334)",175.97,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.06,7.55,0.41,6.12,7.65,9.18,12.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92288971, 40.70059967)",11.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.62,11.76,0.39,9.24,11.55,13.86,18.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90177917, 40.76866913)",15.3,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.06,9.12,0.45,8.12,10.149999999999999,12.18,16.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96226501, 40.79746628)",121.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.8,13.49,0.5,13.6,17.0,20.4,27.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92786407, 40.85706711)",55.96,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,11.45,16.75,0.68,22.9,28.625,34.349999999999994,45.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00981903, 40.70750046)",159.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.86,15.15,0.45,13.72,17.150000000000002,20.580000000000002,27.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.88728333, 40.76699448)",13.61,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.15,12.57,0.49,12.3,15.375,18.450000000000003,24.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94172668, 40.72073364)",17.39,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.45,6.91,0.36,4.9,6.125,7.3500000000000005,9.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99764252, 40.73859406)",167.77,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.95,10.52,0.38,7.9,9.875,11.850000000000001,15.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98529053, 40.69158936)",143.14,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.94,13.36,0.44,11.88,14.850000000000001,17.82,23.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98012543, 40.73827744)",165.2,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.92,7.36,0.4,5.84,7.3,8.76,11.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9074173, 40.68069077)",11.57,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.95,13.86,0.43,11.9,14.875,17.85,23.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97533417, 40.74627686)",170.38,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.47,6.33,0.39,4.94,6.175000000000001,7.41,9.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.0038147, 40.7168541)",161.06,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.06,14.92,0.34,10.12,12.649999999999999,15.18,20.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90149689, 40.9055481)",47.75,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.89,22.49,0.66,29.78,37.225,44.67,59.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.93444061, 40.76678467)",23.04,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.33,5.4,0.43,4.66,5.825,6.99,9.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98527527, 40.72846222)",160.96,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.89,10.78,0.36,7.78,9.725,11.67,15.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94734955, 40.6918602)",50.42,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.91,12.08,0.41,9.82,12.275,14.73,19.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99623871, 40.72216034)",161.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.61,13.26,0.35,9.22,11.525,13.830000000000002,18.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95780945, 40.63994217)",83.84,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.5,17.99,0.47,17.0,21.25,25.5,34.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.85990143, 40.67806244)",2.22,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.66,19.17,0.45,17.32,21.65,25.98,34.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98703766, 40.75072098)",172.9,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.01,7.22,0.42,6.02,7.5249999999999995,9.03,12.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94132996, 40.72335815)",14.5,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.51,7.23,0.35,5.02,6.2749999999999995,7.529999999999999,10.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96376038, 40.71390533)",119.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.53,9.47,0.37,7.06,8.825,10.59,14.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98400879, 40.7574501)",176.94,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.31,7.99,0.41,6.62,8.275,9.93,13.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78452301, 40.64331818)",0.55,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.95,21.41,0.7,29.9,37.375,44.849999999999994,59.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.79012299, 40.64687347)",0.53,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,15.08,22.02,0.68,30.16,37.7,45.24,60.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9161911, 40.6894989)",12.62,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.1,12.44,0.41,10.2,12.75,15.299999999999999,20.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98316193, 40.76455688)",178.76,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.07,9.77,0.42,8.14,10.175,12.21,16.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97320557, 40.68492126)",125.51,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.97,13.91,0.43,11.94,14.924999999999999,17.91,23.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96812439, 40.69610596)",120.93,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.43,10.52,0.42,8.86,11.075,13.29,17.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95262146, 40.81676102)",88.08,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.76,14.95,0.59,17.52,21.9,26.28,35.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99232483, 40.7346344)",165.57,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.69,10.06,0.37,7.38,9.225,11.07,14.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99645233, 40.76243591)",177.04,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.05,9.42,0.43,8.1,10.125,12.149999999999999,16.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96381378, 40.71638107)",122.38,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.84,8.41,0.34,5.68,7.1,8.52,11.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78900146, 40.67878723)",2.52,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,12.63,19.94,0.63,25.26,31.575000000000003,37.89,50.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99105072, 40.71960068)",158.7,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.09,12.36,0.41,10.18,12.725,15.27,20.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9588623, 40.76781082)",122.54,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.73,8.6,0.43,7.46,9.325,11.19,14.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.93395233, 40.62143707)",48.21,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,9.73,19.85,0.49,19.46,24.325000000000003,29.19,38.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98739624, 40.73913193)",166.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.19,8.19,0.39,6.38,7.975,9.57,12.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.84059906, 40.72048569)",5.37,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.84,14.42,0.54,15.68,19.6,23.52,31.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97681427, 40.75148392)",174.45,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.63,6.77,0.39,5.26,6.574999999999999,7.89,10.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95822906, 40.77114868)",114.67,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.89,9.28,0.42,7.78,9.725,11.67,15.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.72059631, 40.72647476)",7.62,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.67,21.76,0.67,29.34,36.675,44.01,58.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95106506, 40.77511215)",64.76,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.1,9.37,0.44,8.2,10.25,12.299999999999999,16.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99593353, 40.84729767)",154.08,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,9.33,17.02,0.55,18.66,23.325,27.990000000000002,37.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91352844, 40.62136841)",30.11,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.41,22.5,0.46,20.82,26.025,31.23,41.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95536041, 40.78271866)",93.25,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.89,11.43,0.52,11.78,14.725,17.669999999999998,23.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99076843, 40.72362137)",160.37,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.15,11.84,0.35,8.3,10.375,12.450000000000001,16.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.85059357, 40.57536316)",15.29,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,16.26,29.44,0.55,32.52,40.650000000000006,48.78,65.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9752121, 40.76525879)",174.04,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.66,8.2,0.45,7.32,9.15,10.98,14.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9786377, 40.74348831)",168.5,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.63,6.79,0.39,5.26,6.574999999999999,7.89,10.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95381165, 40.67430115)",73.79,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.87,13.56,0.43,11.74,14.675,17.61,23.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97800446, 40.78216553)",164.86,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.22,11.54,0.45,10.44,13.049999999999999,15.66,20.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98052216, 40.75431824)",175.76,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.95,7.62,0.39,5.9,7.375,8.850000000000001,11.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97533417, 40.76507187)",174.28,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.66,8.2,0.45,7.32,9.15,10.98,14.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95920563, 40.80949402)",108.4,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.87,15.05,0.59,17.74,22.174999999999997,26.61,35.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92694855, 40.70370865)",13.16,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.27,11.61,0.37,8.54,10.674999999999999,12.809999999999999,17.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98493195, 40.66082001)",131.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.42,18.02,0.47,16.84,21.05,25.259999999999998,33.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00068665, 40.67726517)",147.55,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.0,16.41,0.49,16.0,20.0,24.0,32.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95806885, 40.80548859)",105.08,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,8.82,14.89,0.59,17.64,22.05,26.46,35.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95516968, 40.6787262)",77.41,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.73,13.0,0.44,11.46,14.325000000000001,17.19,22.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.03430176, 40.6149025)",146.0,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.35,24.92,0.58,28.7,35.875,43.05,57.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96940613, 40.76062775)",172.92,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.37,7.68,0.44,6.74,8.425,10.11,13.48
